image_name,parking_score,area_ratio,object_density,mean_hue,mean_saturation,mean_value,cnn_feature_0,cnn_feature_1,cnn_feature_2,cnn_feature_3,cnn_feature_4,cnn_feature_5,label
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\GCC-Smart-Parking-System.jpg,0.0,0.0,1.558073654390935e-05,41.21873087818697,35.46047450424929,116.52446175637394,0.03365284,-0.0028092442,0.04891905,0.042424545,-0.0010261948,-0.017520837,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\images (1).jpg,10.0,0.18642962962962964,3.950617283950617e-05,23.837985185185186,73.49983209876544,108.83816296296297,0.033678893,0.0005374085,0.047659546,0.03999741,-0.0009760128,-0.019864887,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\images (2).jpg,6.0,0.0,5.9523809523809524e-05,19.179920634920634,53.29107142857143,167.48751984126983,0.039052177,0.0024031713,0.056566056,0.043308105,-0.002235406,-0.020801155,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\images (3).jpg,40.0,0.2203558492218286,0.0001592166540620149,76.41358516100784,46.49064602157386,118.43054173466544,0.03357266,0.0010053837,0.05074016,0.03952599,-0.003464121,-0.023623336,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\images (4).jpg,55.0,0.11348068498606133,0.00021903624054161688,27.6663082437276,84.36961369972123,169.03022700119473,0.034667727,-0.0028241007,0.05309877,0.04463052,-0.00021451875,-0.024687758,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\images (5).jpg,40.0,0.2278716049382716,0.0001580246913580247,91.44811851851851,51.80871111111111,162.04094814814815,0.03680086,0.0009443392,0.053976584,0.045567077,-0.0015294733,-0.0205604,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\images.jpg,39.0,0.2631892342503275,0.0001786352268667381,36.50234210630781,57.29935294351157,123.86747251002342,0.033871785,-0.0037951535,0.051284857,0.045582235,0.0010895617,-0.01751404,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0013.jpg,22.0,0.10552329881656805,1.027284681130835e-06,44.932163769723864,51.27442574786325,146.33949241863905,0.03503971,-0.0014149426,0.054604396,0.046121314,0.0016621747,-0.021492243,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0014.jpg,8.0,0.03653531886005431,1.0935444136502338e-06,26.6463289276616,56.30252621882086,138.95125602324262,0.033051543,-0.0016317042,0.05527118,0.042503793,-0.0010684035,-0.020531762,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0015.jpg,-1.0,0.013396793902746285,7.654810895551636e-07,27.00394550824445,57.896081130497464,155.31497961195794,0.034816362,-0.0021118918,0.056151748,0.04316706,-0.002383085,-0.020738188,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0016.jpg,11.5,0.06462514381985536,9.245562130177515e-07,47.02422594099277,44.61055586374096,138.90855481591058,0.03444944,-0.0023475299,0.055034153,0.042311236,0.00089910557,-0.020520918,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0017.jpg,-7.0,0.0,8.748355309201871e-07,31.92602576653089,54.13772524827832,170.77193015838023,0.035011433,-0.0034928638,0.058752812,0.047565483,-0.002682655,-0.01926762,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0018.jpg,3.0,0.03197978303747535,1.1300131492439185e-06,50.860037495890865,52.31904914529915,134.2402016559829,0.034938913,-0.008477837,0.05154386,0.049881775,-0.0022835815,-0.023286175,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0029.jpg,17.0,0.09279113247863248,8.21827744904668e-07,50.86647096893491,48.73214507314267,147.37161293967785,0.03653989,-0.0016569193,0.05534856,0.043045886,0.0031714602,-0.0200807,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0030.jpg,2.0,0.03392186472715319,1.3354700854700855e-06,46.015554014628535,45.46418423323471,162.0454372123603,0.036772285,-0.006087466,0.05185768,0.0497715,-0.0041249376,-0.021115465,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0031.jpg,-6.0,0.0,8.748355309201871e-07,31.226551673910304,54.33088116934017,169.35542468016013,0.034906913,-0.005360454,0.056831416,0.04634002,-0.0022150218,-0.017058708,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250308-WA0032.jpg,7.0,0.03838736850756082,1.2327416173570019e-06,41.45138683431953,44.075621507232086,167.46063927925707,0.03366572,-0.00065373024,0.05247866,0.0480683,-0.0012810759,-0.02132874,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0020.jpg,96.0,1.2507444493783304,1.7761989342806394e-06,79.77317240230906,36.88762189165187,113.37836256660746,0.03661295,-0.003336085,0.05516582,0.04078055,-0.0001312748,-0.020853262,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0023.jpg,25.0,0.15133625666074602,5.550621669626998e-07,84.2036801731794,27.27435379662522,108.96475999111901,0.029610047,-0.0030574896,0.053693578,0.044550464,0.000132513,-0.018702563,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0024.jpg,10.0,0.06663865452930728,2.2202486678507992e-07,69.4001253330373,23.76971070159858,140.26531827264654,0.03182183,-0.0009870827,0.057622485,0.046462294,-0.0018196357,-0.017069222,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0025.jpg,15.0,0.0860328596802842,3.330373001776199e-07,64.34519826820603,21.10525654973357,170.77708226021315,0.036368646,0.0006970302,0.057967093,0.04806268,-0.0019032636,-0.01773791,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0029.jpg,35.0,0.1826770648312611,7.770870337477798e-07,67.95734058614565,20.888239897868562,170.34646403197158,0.03651383,0.0011291564,0.058546253,0.047773875,-0.001688939,-0.01681136,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0031.jpg,54.0,0.30050141765286,9.245562130177515e-07,65.90086579552926,34.01366452991453,171.37596616124262,0.039454415,-0.004801409,0.05594733,0.049056653,0.0026355986,-0.020559255,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0032.jpg,22.0,0.03170414899498894,6.561266481901402e-07,38.498264982433305,47.06640963998768,181.15452569916854,0.03639527,0.0028541526,0.053497486,0.04806194,-0.0016194982,-0.019956138,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0033.jpg,32.0,0.02448872424484197,9.841899722852105e-07,38.20391924130763,46.45668153449652,181.3681166846883,0.037175253,0.0034376648,0.053323332,0.046740968,-0.0019077347,-0.021205263,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0034.jpg,41.0,0.21246137409598947,8.21827744904668e-07,57.08258464825772,34.17088613576594,169.56707100591717,0.039554417,-0.004233456,0.05797222,0.047450136,-0.00021124852,-0.020452047,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0035.jpg,35.0,0.21686842537804077,7.190992767915845e-07,62.00736491206443,35.70231950608152,169.73074149408285,0.039257355,-0.0058324705,0.05622734,0.047747366,0.0031145874,-0.017515041,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0036.jpg,54.0,0.2363087145866577,1.7496710618403741e-06,45.69216156112651,25.38611412929369,174.27914525506705,0.03870969,-0.005503074,0.052154638,0.048694815,0.0029740988,-0.018272523,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0037.jpg,59.0,0.11855193951347798,1.1300131492439185e-06,45.744157626561474,32.12328176364234,179.08535338593032,0.039238263,-0.0011992045,0.051415134,0.046422075,0.0020494517,-0.02083507,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0038.jpg,39.0,0.06314184746877055,1.027284681130835e-06,42.94070595003287,40.20520679240631,171.56240836620645,0.037925523,-0.0039273333,0.049111065,0.047239143,0.0009018353,-0.020567797,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0039.jpg,27.0,0.05744370479947403,8.21827744904668e-07,44.30777366863905,40.96480111768573,171.5597051692965,0.038871087,-0.0027060667,0.05230993,0.045481723,-0.0007144592,-0.0223233,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0040.jpg,37.0,0.06649593195266272,1.2327416173570019e-06,44.18115908530572,36.6238376273833,173.29367963099935,0.036252424,-0.0031545358,0.05008056,0.044275302,0.0021186818,-0.015285155,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0041.jpg,57.0,0.27241000566893425,1.421607737745304e-06,45.830120062428264,25.649560788821702,173.87719507170152,0.03891856,-0.004616177,0.05146303,0.047184203,0.0020035172,-0.017923653,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0042.jpg,28.0,0.0526523463182117,7.190992767915845e-07,32.76273350180802,37.10815622945431,174.42388816978962,0.03734585,-0.002902951,0.051756047,0.048395086,-0.0033417307,-0.020684801,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0043.jpg,51.0,0.08987313034188034,1.2327416173570019e-06,43.909167283037476,25.524335963182118,177.66940037393164,0.03854293,0.00027563423,0.05154472,0.045466173,-0.0025344184,-0.019965485,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0044.jpg,23.0,0.04700762245233399,5.136423405654175e-07,33.70445543639053,37.27791902942143,175.13306685568705,0.036839798,-0.0022271276,0.051051706,0.047164205,-0.0018346044,-0.019600967,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0045.jpg,66.0,0.31357637576635594,1.968379944570421e-06,46.5739527999986,27.369428719275778,170.32456277907252,0.043912917,-0.005445958,0.052310515,0.047389098,0.0014798561,-0.019182976,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0046.jpg,28.0,0.06211466551610782,7.190992767915845e-07,36.472172398915184,39.79024110371466,171.1034738658777,0.039892156,-0.0009766687,0.049926765,0.047373988,-0.0032913443,-0.022083513,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0047.jpg,17.0,0.05300706771860618,1.1300131492439185e-06,45.56181428747534,38.03508125821828,169.79047481097962,0.035577323,-0.0027200142,0.048847444,0.04441998,0.002203031,-0.014688071,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0048.jpg,27.0,0.057292899408284026,8.21827744904668e-07,31.200639998356344,37.1862077785996,174.00888775887574,0.036031794,-0.0027858657,0.051756296,0.046648882,-0.002544741,-0.02050535,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0049.jpg,33.0,0.0688693704799474,1.027284681130835e-06,43.917870541584485,39.17136300131492,170.47554610453648,0.040923003,-0.0016843593,0.050327957,0.047852956,-0.0031259917,-0.023624506,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0050.jpg,29.0,0.056455148750821825,6.163708086785009e-07,58.9393392504931,34.12930216551611,155.00881019888232,0.035171524,0.0006382833,0.050798487,0.044038378,-0.004332694,-0.02295993,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0051.jpg,52.0,0.09121270956607495,1.1300131492439185e-06,36.723149038461536,39.588096338757396,171.5151578936555,0.039754838,-0.0006914679,0.050141457,0.04776297,-0.003992199,-0.021456603,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0052.jpg,29.0,0.05882755999342538,6.163708086785009e-07,37.596027592866534,40.45117418639053,170.3359706812952,0.040014863,-0.0017523887,0.050281048,0.04798607,-0.0039820997,-0.0226891,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0053.jpg,35.0,0.05713284845496384,7.190992767915845e-07,38.80515388724523,37.23604105029586,169.84060578977648,0.03634082,-0.0035114451,0.050977163,0.046270266,-0.0018796558,-0.018058639,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0054.jpg,0.0,0.04720537475345168,6.163708086785009e-07,43.289663256081525,70.18949180226825,147.77151801857332,0.033963602,0.0014307518,0.053563535,0.047336467,-0.0017286965,-0.020057902,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0055.jpg,-2.0,0.047223249506903354,8.21827744904668e-07,41.882692513149244,69.37060507067719,150.6619246178501,0.033552837,0.001497698,0.0542237,0.047785368,-0.0013472552,-0.017256487,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0056.jpg,5.0,0.06438177122700932,2.1870888273004676e-07,42.01280103090619,52.87005925698469,131.14570407638365,0.040296193,-0.010254443,0.053741988,0.048252687,-3.7029386e-05,-0.017684039,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0057.jpg,5.0,0.05789447731755424,2.05456936226167e-07,40.289152490138065,58.09163584812623,131.41493969838922,0.036510274,-0.011520762,0.049253948,0.049907245,0.0019171177,-0.01664574,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0058.jpg,5.0,0.05805288461538462,2.05456936226167e-07,40.12221862672584,58.02318715072321,131.29420560075607,0.03701426,-0.012151513,0.050408293,0.051064007,0.0008980322,-0.016312668,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0079.jpg,5.0,0.05634286653517423,2.05456936226167e-07,41.3418940047666,59.84376140285996,128.65823491946088,0.03679584,-0.01286472,0.04880864,0.0503844,0.003983995,-0.017105395,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0080.jpg,5.0,0.05658160749506903,2.05456936226167e-07,40.93527120315582,59.11522928994083,129.9663737878041,0.0357668,-0.010789887,0.049949393,0.049143344,0.002514316,-0.01714155,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0081.jpg,6.0,0.11368006564765824,6.561266481901402e-07,45.45064812190308,65.2876941478752,150.55050195875674,0.03408343,0.001418611,0.05323236,0.04602982,0.0008226866,-0.02253382,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0082.jpg,5.0,0.0564769271860618,2.05456936226167e-07,35.066414571005915,61.39706104125575,133.37517052925708,0.0372499,-0.014434109,0.053086177,0.047335483,-0.0017856625,-0.017612502,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0083.jpg,5.0,0.06536468606180144,2.05456936226167e-07,39.25828196909928,63.929690890039446,126.05720794296515,0.040726494,-0.010880099,0.05220167,0.0492879,-1.7446233e-05,-0.01810534,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0084.jpg,66.0,0.9031207133058985,1.2028988550152571e-06,69.70203823556172,32.5067822718079,155.08467642458217,0.03893189,-0.00040706294,0.05385671,0.048676424,0.0022191638,-0.019754553,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0085.jpg,41.0,0.06912239069690992,8.21827744904668e-07,56.27935034516765,36.99715976331361,154.2104678254438,0.036621083,0.001189848,0.048695806,0.04527691,-0.0051438957,-0.021470288,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0086.jpg,0.0,0.057592455621301775,8.21827744904668e-07,44.1225592743261,72.1702557938856,106.96749208990795,0.03324721,-0.0033579636,0.050042637,0.044914998,-0.001316397,-0.016243044,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0087.jpg,5.0,0.05509615384615384,2.05456936226167e-07,40.55047696827745,57.52916800213675,131.46164180637737,0.036975726,-0.012413347,0.050013773,0.050001606,0.0011649872,-0.017224256,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0088.jpg,0.0,0.05716623520710059,6.163708086785009e-07,47.95964733316897,66.14684561965812,110.2457010190664,0.03104303,-0.0036252607,0.049348112,0.042351253,-0.0021080975,-0.013886763,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0089.jpg,5.0,0.05903383875739645,2.05456936226167e-07,40.59121620233399,60.05696992110454,128.9760545077252,0.03784158,-0.010409885,0.050558113,0.049336873,0.0034707256,-0.017520465,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0090.jpg,-1.0,0.05781157544378698,7.190992767915845e-07,45.66481231508876,68.1652361727482,112.1777515820184,0.031373903,-0.0034282608,0.048513472,0.043254774,-0.0013880811,-0.0141515285,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0091.jpg,2.0,0.07817328238001314,1.027284681130835e-06,55.10081638313609,66.16830847304405,95.37285996055226,0.0347169,-0.0010726852,0.053888652,0.048782207,-0.0019125501,-0.011582958,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0092.jpg,-2.0,0.060442862426035505,8.21827744904668e-07,48.7160086908284,65.694213921762,105.37670827169626,0.03192412,-0.005724054,0.04850599,0.041491486,-0.0024538636,-0.015415408,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250310-WA0097.jpg,30.0,0.2247811944937833,6.660746003552398e-07,72.72310157637655,24.643680728241563,138.14993139431616,0.031258874,-9.568175e-06,0.057067838,0.045681015,-0.0016126314,-0.019387342,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250313-WA0012.jpg,20.0,0.2838324652777778,4.340277777777778e-06,45.24109375,51.670872395833335,138.9080002170139,0.033598535,0.0020175194,0.058966555,0.046019837,-0.0019557846,-0.020112403,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250313-WA0013.jpg,28.0,0.10037977430555556,9.765625e-06,56.608881293402774,87.4216427951389,156.90447808159723,0.035580013,-0.006861699,0.05467376,0.044266813,-0.00042024977,-0.017096087,0
C:\VIT\3rd-Yr\6th-Sem\E2-Deep Learning\Project\ProjectDraft1\ProjectNoParking\train_data\train\parking2\IMG-20250313-WA0014.jpg,29.0,0.11105034722222222,7.595486111111111e-06,58.849580078125,90.29162760416666,165.16239800347222,0.036990903,-0.008078091,0.053531118,0.045666575,-0.0011464467,-0.019834373,0
